500600,0
272546,1
252651,2
250057,3
237177,4
230721,5
223178,6
216091,7
210210,8
205323,9
199491,10
195363,11
190194,12
185944,13
182477,14
178944,15
175138,16
172463,17
169160,18
165545,19
163320,20
160651,21
159090,22
156584,23
154316,24
151485,25
149686,26
148366,27
146230,28
144795,29
143066,30
141190,31
139436,32
137688,33
136394,34
135428,35
134019,36
132580,37
131486,38
131218,39
129694,40
128478,41
127352,42
125672,43
125057,44
124700,45
123625,46
123370,47
122022,48
121720,49
120931,50
120277,51
119560,52
119049,53
118394,54
117136,55
116776,56
116538,57
116235,58
115850,59
114724,60
114055,61
113158,62
112898,63
111953,64
111243,65
111360,66
110151,67
109597,68
109182,69
109227,70
108713,71
108385,72
107408,73
107582,74
106245,75
106282,76
105002,77
104791,78
104501,79
104413,80
104083,81
103529,82
102658,83
102318,84
101531,85
101506,86
100781,87
100633,88
100505,89
100460,90
99584,91
99148,92
98589,93
98458,94
98274,95
97552,96
97510,97
96545,98
96544,99
96174,100
95948,101
96104,102
95712,103
95626,104
94711,105
94717,106
94490,107
94158,108
93824,109
94031,110
94001,111
93397,112
92869,113
92499,114
92274,115
92290,116
92649,117
92461,118
92300,119
92044,120
92238,121
91204,122
90944,123
90655,124
90037,125
89714,126
89359,127
88540,128
88536,129
88385,130
87992,131
88128,132
87602,133
87286,134
86835,135
86338,136
86153,137
86011,138
85751,139
85696,140
85163,141
84978,142
84469,143
83900,144
83503,145
83401,146
83509,147
83339,148
83338,149
82801,150
82665,151
82675,152
82251,153
81984,154
81783,155
81922,156
81863,157
81993,158
81881,159
81733,160
81328,161
81617,162
81052,163
81059,164
80894,165
80650,166
79984,167
80173,168
79451,169
79234,170
78534,171
79102,172
78581,173
78706,174
79019,175
78538,176
78542,177
78586,178
78011,179
77976,180
77644,181
77704,182
77628,183
77233,184
77049,185
76683,186
76603,187
76416,188
76604,189
76056,190
76061,191
75616,192
75806,193
75599,194
75882,195
75481,196
76027,197
75120,198
74787,199
74233,200
74087,201
73712,202
73350,203
73261,204
72892,205
72888,206
72460,207
72553,208
72358,209
72392,210
72477,211
72609,212
72486,213
72490,214
72082,215
71888,216
71683,217
72138,218
71668,219
72111,220
71882,221
72078,222
72000,223
71273,224
70780,225
70760,226
70727,227
70611,228
70570,229
70453,230
70736,231
70458,232
70438,233
70514,234
70565,235
70765,236
70409,237
70170,238
69854,239
69626,240
69530,241
69503,242
69358,243
69398,244
69323,245
69339,246
69103,247
69432,248
69497,249
69617,250
69311,251
69454,252
69496,253
69342,254
69413,255
69165,256
69430,257
69187,258
69098,259
68857,260
69075,261
68867,262
68664,263
68617,264
68995,265
68307,266
68776,267
67949,268
68014,269
67827,270
67629,271
67416,272
67675,273
67382,274
67724,275
67315,276
67176,277
66779,278
66928,279
66703,280
67128,281
66729,282
66732,283
66734,284
66878,285
66575,286
66810,287
66375,288
66413,289
66000,290
66192,291
65932,292
65882,293
65812,294
65681,295
65687,296
65698,297
65592,298
65314,299
64889,300
64619,301
64609,302
64452,303
64375,304
64528,305
64059,306
64374,307
64199,308
64490,309
64390,310
64557,311
64310,312
64517,313
63979,314
64058,315
63958,316
64030,317
64081,318
64037,319
64013,320
64539,321
64135,322
64009,323
63877,324
64086,325
63743,326
63953,327
63810,328
63893,329
63962,330
